Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11036.0,2.5,96.4,83.2,72.9,74.8,77.6,71.8,73.4,12.3,13.5,0.0,94.7,2.3,97.8,235.0,310.0,75.81,77.84,72.51,82.33,1.0,4.0,100.0,4.0,3.93,2.67,5.57,1.0,10.0,200.0,5.0,7.65,4.72,11.83,1.0,1.04,677.0,40.6571322,-111.8996844,0.0390396,0.048124306,0.036700945,-0.01392513,0.027297383,0.04514141,0.032488067,0.028531164,0.0323566,-0.042694397
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10090.0,4,100.0,95.7,88.9,89.6,87.4,93.6,84.9,16.9,12.6,0.1,100.0,1.6,100.0,363.0,419.0,86.63,89.36,86.06,92.53,2.0,3.0,154.0,1.95,3.61,2.53,5.09,1.0,14.0,232.0,6.03,8.45,5.51,12.02,1.0,1.09,685.0,40.6489343,-111.9037315,0.00076782703,-0.0063586473,0.0440122,-0.033860456,-0.01594742,-0.048126135,-0.037024565,-0.026944244,0.039713312,0.03007626
4.0,1.0,1.0,1.0,1.0,1.0,0.0,9959.0,3,98.7,94.6,81.7,84.0,87.6,74.4,74.5,14.9,10.5,0.4,96.3,2.2,100.0,595.0,676.0,88.02,84.96,82.82,87.03,2.0,4.0,119.0,3.36,4.11,2.77,6.03,1.0,27.0,511.0,5.28,9.15,6.63,12.64,1.0,0.96,1069.0,40.312953,-111.6604,-0.009634668,0.036251627,0.025465261,0.0065032006,0.027257657,-0.024824684,0.017939651,-0.04461289,-0.00057135226,-0.047589485
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8389.0,4.5,99.6,74.6,89.8,92.4,94.9,86.9,94.2,10.9,10.9,0.7,99.4,1.2,99.4,341.0,398.0,85.68,90.27,86.07,93.5,2.0,5.0,127.0,3.94,3.93,2.73,5.44,1.0,13.0,308.0,4.22,6.14,4.25,8.93,2.0,0.92,498.0,40.3237967,-111.7254003,-0.031099647,-0.010360638,0.03717614,-0.04044936,-0.026379263,0.008477974,0.013671482,-0.0290753,0.03618782,0.016025763
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7213.0,3.5,97.9,88.9,85.4,87.4,92.3,87.5,81.7,15.5,13.2,0.3,97.9,1.6,99.8,898.0,1045.0,85.93,85.11,82.69,87.06,2.0,6.0,309.0,1.94,3.58,2.58,4.94,1.0,16.0,257.0,6.23,8.32,5.58,11.72,1.0,0.97,1296.0,40.6916132,-112.0010501,0.04789598,0.039483316,-0.04957909,-0.045501165,0.0050240816,-0.021169413,0.015093679,-0.011787978,-0.010022322,0.026678031
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6850.0,4,100.0,79.6,86.4,89.3,93.1,82.8,90.2,13.92812,12.00581,0.0,100.0,2.0,100.0,150.0,175.0,85.71,83.59,77.73,87.8,2.0,0.0,35.0,0.0,3.76,2.56,5.59,1.0,4.0,33.0,12.12,11.07,6.47,18.24,1.0,1.16,248.0,40.2800105,-111.6893771,0.028029805,-0.037949547,0.017460674,-0.02611233,-0.043701015,-0.048031963,0.016993929,-0.0117814485,-0.043194585,-0.036941156
4.0,1.0,1.0,1.0,0.0,1.0,1.0,6800.0,4.5,100.0,83.9,94.9,91.8,95.4,90.6,100.0,17.7,7.5,0.0,100.0,2.0,99.0,90.0,112.0,80.36,86.13,77.3,92.41,2.0,1.0,48.0,2.08,3.78,2.65,5.53,1.0,9.0,68.0,13.24,11.54,7.37,17.78,1.0,1.05,150.0,41.7533201,-111.8350961,0.04150153,0.008017552,-0.033477724,-0.007933867,0.03920408,-0.049963817,0.046021223,0.009649212,0.022292089,0.02419883
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6788.0,3.5,96.9,87.4,82.1,88.8,86.5,82.0,82.1,10.1,12.6,0.2,98.2,1.8,99.9,883.0,1017.0,86.82,92.87,90.84,94.73,2.0,13.0,539.0,2.41,3.57,2.59,4.8,1.0,20.0,554.0,3.61,4.82,3.5,6.68,2.0,0.94,1185.0,40.6505257,-111.8865497,0.04641,-0.029429328,0.0017132759,-0.0013865947,-0.023509398,0.016556848,-0.010793403,-0.04790768,-0.042393167,0.038609594
5.0,1.0,1.0,1.0,0.0,1.0,1.0,6653.0,2,97.1,85.3,70.6,73.2,76.6,66.8,65.5,15.9,14.1,0.6,96.2,1.8,100.0,600.0,726.0,82.64,86.99,83.97,90.0,2.0,3.0,163.0,1.84,3.55,2.49,5.05,1.0,41.0,421.0,9.74,11.34,8.71,14.62,1.0,1.06,1450.0,40.3260606,-111.7279107,0.024313832,0.03510304,-0.02007164,0.028678995,0.030370647,0.023676282,0.009368676,0.044076055,-0.026697028,-0.044232532
4.0,1.0,1.0,1.0,1.0,1.0,0.0,6540.0,4,99.5,86.0,86.3,88.0,89.7,95.6,100.0,13.7,13.0,0.0,94.5,0.5,100.0,244.0,252.0,96.83,89.14,86.9,90.75,2.0,1.0,40.0,2.5,3.93,2.62,5.92,1.0,1.0,116.0,0.86,7.09,4.06,12.52,1.0,0.75,245.0,40.6654983,-111.8330855,0.036593962,0.011831731,0.012663418,0.048376154,0.036790468,0.029444426,0.01968891,-0.040684864,0.027884025,0.0483697
7.0,1.0,1.0,1.0,1.0,1.0,1.0,6353.0,4,100.0,73.1,87.5,88.2,92.5,87.0,87.0,12.2,9.1,0.0,99.7,1.4,99.7,288.0,319.0,90.28,92.15,88.51,95.06,2.0,4.0,95.0,4.21,4.05,2.75,5.74,1.0,11.0,213.0,5.16,7.92,5.27,11.7,1.0,0.83,396.0,41.4895508,-112.0079785,0.038831968,-0.022925455,0.03177923,0.007749981,0.035520613,0.00781734,0.04313306,0.0039082766,-0.028950518,-0.016469097
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6218.0,5,100.0,83.7,96.3,93.7,96.6,93.5,98.7,12.8,13.7,0.2,100.0,1.6,98.4,538.0,620.0,86.77,95.26,92.16,98.17,2.0,5.0,254.0,1.97,3.4,2.48,4.9,1.0,24.0,392.0,6.12,6.51,4.78,8.58,2.0,1.02,1033.0,41.0879186,-111.9788904,-0.040060807,-0.012345818,-0.02491281,-0.01929979,-0.026698824,0.00019362569,-0.04864574,-0.03948309,-0.023839286,0.041944403
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6136.0,3.5,100.0,94.7,78.5,84.4,84.3,86.4,70.7,13.92812,12.00581,0.0,96.5,0.0,98.2,287.0,313.0,91.69,90.22,86.69,92.97,2.0,0.0,64.0,0.0,3.6,2.53,5.31,1.0,2.0,38.0,5.26,9.01,5.19,15.36,1.0,0.84,434.0,40.2870962,-111.6916677,0.025058424,-0.022049647,-0.025316793,0.02134331,0.032842465,-0.007306853,-0.018839702,-0.047425833,0.03570054,-0.02764931
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4723.0,2.5,99.5,83.3,82.4,83.5,84.7,76.6,74.3,19.4,7.7,0.4,99.2,0.8,99.7,231.0,288.0,80.21,85.03,79.88,89.05,2.0,8.0,111.0,7.21,4.48,3.23,6.21,1.0,16.0,197.0,8.12,9.14,6.24,12.66,1.0,1.06,505.0,40.6711193,-111.9196123,0.04136024,-0.023113549,0.019193273,0.01487124,0.03647538,-0.02518404,0.04026573,-0.011208934,-0.049755342,-0.026421249
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4624.0,3.5,98.9,89.6,84.5,84.2,89.0,76.7,92.3,14.1,10.3,1.1,98.3,1.7,99.8,390.0,504.0,77.38,80.39,76.59,84.13,2.0,4.0,114.0,3.51,3.89,2.7,5.47,1.0,28.0,356.0,7.87,9.29,6.89,12.85,1.0,0.96,942.0,40.6030145,-111.8726931,0.047891073,-0.0018415302,0.01313368,-0.016323026,0.020714413,-0.036144786,-0.041158013,0.021808963,-0.04127828,-0.007633892
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4548.0,3.5,99.4,88.4,74.4,85.9,94.1,81.8,84.0,11.5,14.6,0.6,96.6,0.9,97.8,172.0,254.0,67.72,72.16,65.84,76.99,1.0,2.0,35.0,5.71,4.04,2.57,5.82,1.0,13.0,206.0,6.31,7.86,5.18,11.61,1.0,0.96,492.0,40.6571322,-111.8996844,0.048428368,0.02062152,0.048454184,-0.024420206,0.021108752,-0.017216852,0.011832786,0.043044884,0.01781643,-0.0011331051
4.0,1.0,1.0,1.0,1.0,1.0,1.0,4038.0,2.5,93.8,89.5,84.0,64.5,84.7,70.0,66.2,13.92812,12.00581,0.0,97.9,0.0,97.9,46.0,67.0,68.66,71.54,59.91,81.19,1.0,9.16931,19.0,3.51833,3.83416,2.71816,5.33698,3.0,3.0,36.0,8.33,10.38,5.68,17.49,1.0,0.99,128.0,40.9837673,-111.9079699,-0.0032464056,0.0004074037,-0.02373203,0.0021689415,-0.0114198625,0.04679638,-0.038616896,0.041182984,0.04479493,0.038668938
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3811.0,5,100.0,97.9,89.0,89.4,94.8,90.1,100.0,9.1,12.3,0.0,99.5,1.4,100.0,90.0,113.0,79.65,81.67,73.89,88.7,1.0,0.0,36.0,0.0,3.72,2.51,5.42,1.0,3.0,93.0,3.23,7.3,4.19,12.31,1.0,0.9,576.0,37.1049784,-113.5571714,-0.025428116,-0.02017958,0.0028150498,-0.021940362,-0.023410764,-0.035932004,0.044186313,0.037389923,-0.016949052,-0.013601085
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3523.0,3,100.0,91.3,78.5,82.4,74.4,73.8,59.8,11.8,20.5,0.0,98.7,1.3,100.0,69.0,85.0,81.18,83.02,73.37,90.04,1.0,9.16931,16.0,3.51833,3.83416,2.71816,5.33698,3.0,5.0,49.0,10.2,10.99,6.39,18.56,1.0,1.03,163.0,40.6860475,-111.855984,-0.047017492,0.0041712224,-0.046291515,-0.0029113502,0.033426117,0.047194846,-0.01874662,-0.049975894,-0.029807782,-0.02755351
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2981.0,4.5,99.6,56.8,84.8,95.4,94.7,90.2,82.5,12.6,10.5,0.2,99.3,0.7,99.4,625.0,689.0,90.71,86.92,84.74,88.9,2.0,3.0,178.0,1.69,3.74,2.65,5.4,1.0,10.0,366.0,2.73,6.49,4.3,10.06,1.0,0.85,789.0,37.1048173,-113.5573067,0.04286789,-0.007466659,0.04837076,0.03924669,-0.015227586,-0.029276365,0.007974559,-0.014516091,-0.008910569,0.029759515
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1888.0,3.5,99.5,53.5,82.3,79.8,90.0,81.7,84.7,11.0,16.2,0.0,99.5,1.5,100.0,210.0,253.0,83.0,88.9,83.85,93.36,2.0,2.0,131.0,1.53,3.66,2.53,5.21,1.0,12.0,167.0,7.19,8.47,5.61,12.45,1.0,0.93,337.0,37.0901056,-113.5417695,0.0014448523,0.012546825,-0.049423687,-0.047982067,-0.04843872,-0.02200279,-0.006017366,0.02481159,0.025450487,-0.001924929
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1733.0,5,98.4,72.6,99.3,88.6,97.8,94.1,93.0,9.3,10.2,0.4,95.0,1.9,98.9,178.0,260.0,68.46,72.82,66.61,78.37,1.0,0.0,24.0,0.0,3.74,2.56,5.31,1.0,12.0,195.0,6.15,8.14,5.6,11.68,1.0,1.03,1004.0,40.4176933,-111.8737366,-0.0071337344,-0.049330324,-0.035083413,-0.024621004,0.02313075,-0.04591671,-0.036915272,0.011621982,-0.025778389,0.025000174
6.0,1.0,1.0,1.0,1.0,1.0,1.0,14074.0,3,94.2,58.6,80.5,85.4,83.7,85.0,78.2,7.6,18.7,0.0,99.2,0.4,100.0,169.0,219.0,77.17,82.27,77.29,87.55,2.0,5.0,106.0,4.72,4.06,2.8,5.81,1.0,8.0,117.0,6.84,8.16,4.77,12.46,1.0,0.91,278.0,37.1238517,-81.4891675,-0.009585634,0.0013783753,0.029888362,-0.040651515,0.01601417,-0.04470253,-0.039474815,0.02906611,-0.049532767,-0.022267658
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14059.0,3,87.6,67.7,83.7,84.9,77.7,75.0,84.6,13.1,16.9,0.3,97.5,1.5,99.8,521.0,677.0,76.96,88.27,84.72,91.36,2.0,10.0,371.0,2.7,3.28,2.43,4.33,1.0,49.0,359.0,13.65,10.71,8.57,13.5,1.0,0.96,1168.0,36.698189,-78.9014033,0.021268409,-0.039565194,-0.0062319697,0.028320098,-0.010078266,-0.00041065514,0.045924205,-0.046627183,0.0038641156,-0.0036695271
5.0,1.0,1.0,1.0,1.0,0.0,0.0,14046.0,2.5,94.3,81.9,76.6,87.0,77.0,82.8,74.6,17.8,8.3,0.5,98.4,0.6,98.8,245.0,319.0,76.8,80.79,76.04,85.34,1.0,5.0,132.0,3.79,3.93,2.77,5.41,1.0,5.0,177.0,2.82,5.95,3.86,8.96,2.0,0.9,399.0,37.2960529,-80.0414869,0.015252369,-0.038001105,-0.04374004,0.01441924,-0.020285595,-0.015268758,-0.015124267,-0.0017491132,-0.029063266,0.018411774
4.0,1.0,1.0,0.0,1.0,1.0,1.0,14061.0,3.5,99.6,78.7,83.8,86.3,82.7,91.8,79.6,13.9,10.2,1.0,97.3,0.2,100.0,779.0,922.0,84.49,89.36,87.08,91.68,2.0,29.0,588.0,4.93,4.34,3.34,5.45,1.0,24.0,417.0,5.76,6.85,5.06,9.34,2.0,0.9,1029.0,37.8992082,-76.8788071,0.02133211,0.047199406,0.032091565,0.024269592,-0.037986834,-0.013580021,0.005029112,-0.044940535,0.03900864,0.01069237
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13995.0,2.5,99.3,86.5,75.3,82.6,81.2,80.6,82.8,18.0,9.2,0.2,98.8,1.4,99.8,394.0,508.0,77.56,85.18,81.2,88.55,2.0,9.0,192.0,4.69,4.07,2.89,5.78,1.0,31.0,295.0,10.51,9.61,6.91,12.47,1.0,1.05,656.0,38.9422822,-77.3276414,-0.038092855,0.035287566,0.0079692425,-0.037531547,0.03924386,0.004735106,-0.034354955,-0.027640786,0.033987843,-0.029676586
6.0,1.0,1.0,1.0,1.0,1.0,1.0,14305.0,3.5,99.6,71.8,82.1,81.6,82.1,90.3,76.1,14.5,11.8,0.4,99.3,0.8,100.0,1125.0,1348.0,83.46,86.41,84.44,88.36,2.0,19.0,546.0,3.48,3.77,2.79,4.93,1.0,40.0,652.0,6.13,7.07,5.46,8.99,2.0,0.83,1706.0,36.9941505,-79.8902885,-0.012718102,-0.021713281,0.016979337,-0.043840706,-0.045264512,0.047198754,-0.014401418,0.022746569,-0.014899018,0.015240478
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14159.0,4,99.6,63.9,89.6,88.8,88.3,87.5,87.2,10.3,13.2,0.0,98.8,1.0,99.6,431.0,569.0,75.75,81.83,77.69,85.5,2.0,6.0,197.0,3.05,3.73,2.63,5.05,1.0,22.0,287.0,7.67,8.5,6.28,11.51,1.0,0.93,1089.0,36.6797271,-80.895517,-0.0285406,0.000942862,-0.0049925507,0.043167293,-0.041565903,0.00040410162,0.025278766,-0.002066791,-0.03614518,0.016826367
4.0,1.0,1.0,1.0,0.0,0.0,1.0,13883.0,5,99.9,58.5,99.0,97.8,97.1,95.5,100.0,12.9,16.8,0.0,98.1,1.2,100.0,577.0,722.0,79.92,90.59,86.93,93.37,2.0,12.0,307.0,3.91,3.75,2.73,5.21,1.0,53.0,362.0,14.64,12.17,9.67,15.08,1.0,0.96,960.0,36.5932088,-79.4322801,-0.007590562,-0.045097433,0.0059352396,-0.008982951,0.014810288,0.016897667,0.023829555,0.045967232,-0.00032901467,0.048901297
7.0,1.0,1.0,1.0,1.0,1.0,1.0,13772.0,3.5,94.8,87.6,87.5,84.7,88.5,88.7,82.1,16.8,13.7,0.6,94.5,0.7,99.5,141.0,182.0,77.47,85.45,78.0,91.38,2.0,3.0,88.0,3.41,3.68,2.65,5.3,1.0,11.0,100.0,11.0,10.31,6.83,15.44,1.0,1.0,324.0,36.931836,-82.643039,-0.048748285,0.047349147,-0.02427346,0.040730566,0.022860497,0.008564657,0.014969295,-0.040221974,0.0025625764,0.027206367
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13709.0,5,99.9,90.5,95.1,93.2,90.4,98.6,89.7,13.0,20.1,0.0,99.7,0.1,99.9,272.0,374.0,72.73,82.41,77.25,86.82,2.0,10.0,172.0,5.81,4.01,2.96,5.47,1.0,33.0,227.0,14.54,10.72,7.93,14.1,1.0,1.0,531.0,37.1906039,-77.3471136,-0.01769946,-0.026737327,-0.04553256,0.037862234,-0.03782223,0.013439613,0.028869485,-0.04828714,-0.026305247,-0.00089876354
5.0,1.0,1.0,1.0,0.0,0.0,0.0,11079.0,3.5,97.9,61.7,88.2,89.7,86.9,86.2,82.8,16.8,14.6,0.0,98.8,0.7,100.0,360.0,459.0,78.43,85.71,81.29,89.65,2.0,6.0,205.0,2.93,3.61,2.42,4.87,1.0,28.0,243.0,11.52,9.88,7.31,13.26,1.0,1.0,930.0,36.9557093,-81.095643,0.04857748,-0.044517137,-0.017789617,-0.042693738,-0.038914487,0.005587584,0.004191297,0.024840897,-0.04299725,0.023404086
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11041.0,3,98.5,79.8,82.8,80.4,83.2,85.4,81.0,16.4,15.6,0.5,99.3,2.0,100.0,311.0,431.0,72.16,79.42,75.02,83.21,1.0,5.0,148.0,3.38,3.78,2.55,5.32,1.0,25.0,216.0,11.57,10.39,7.6,14.35,1.0,0.98,791.0,37.2220295,-79.964754,-0.0016423166,-0.037209384,0.017269712,-0.00081760285,-0.01324828,0.01282472,0.0025782406,-0.015707145,0.002816695,-0.04194672
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15627.0,3,91.4,85.9,79.8,82.8,82.3,86.0,74.9,17.3,16.6,0.8,96.7,0.5,99.0,101.0,123.0,82.11,83.01,76.28,88.62,1.0,2.0,41.0,4.88,4.02,2.69,5.63,1.0,7.0,111.0,6.31,8.9,5.23,14.34,1.0,1.02,121.0,38.7836842,-77.1805983,0.019533057,-0.013169807,-0.027593141,0.025908668,-0.042749874,-0.033443827,-0.027546655,-0.021510795,-0.041230146,-0.025492653
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15236.0,4,100.0,91.1,85.1,86.8,81.6,93.3,77.5,12.3,11.8,0.4,99.3,0.4,98.1,842.0,930.0,90.54,92.4,90.14,93.91,2.0,5.0,177.0,2.82,3.67,2.49,5.04,1.0,24.0,490.0,4.9,7.11,5.13,9.2,2.0,0.84,1094.0,36.8254865,-76.1281664,-0.0046314984,0.0023998083,0.03515492,0.036965948,0.016964745,0.018367058,-0.023215016,-0.015962223,0.006242865,0.022270292
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15067.0,4,98.0,78.8,88.5,94.6,87.2,95.6,82.9,12.2,13.7,0.1,93.4,0.5,98.7,1004.0,1300.0,77.23,83.42,80.99,85.85,2.0,14.0,417.0,3.36,3.71,2.7,4.97,1.0,50.0,640.0,7.81,7.82,6.23,9.75,2.0,0.89,2074.0,36.8435562,-76.1775361,-0.033630338,-0.004589072,0.0035671531,0.021747041,0.0046070754,-0.049887694,0.009878176,0.015287882,-0.011291498,0.018525809
7.0,1.0,1.0,1.0,1.0,0.0,1.0,14508.0,3.5,98.8,67.1,82.0,86.2,80.8,82.8,77.7,9.2,17.2,0.5,97.3,0.8,100.0,229.0,285.0,80.35,88.05,82.52,92.5,2.0,5.0,146.0,3.42,3.69,2.63,5.23,1.0,17.0,139.0,12.23,10.01,7.12,14.07,1.0,1.05,405.0,36.7120389,-78.9127854,-0.045435496,-0.04942794,0.016548675,-0.041612037,0.027729195,-0.008282488,0.037990402,0.0085258065,0.044392932,0.004278469
7.0,1.0,1.0,1.0,1.0,1.0,1.0,14528.0,2.5,91.4,73.6,82.7,82.1,84.1,81.2,76.1,18.8,12.1,0.1,98.7,1.5,98.5,383.0,541.0,70.79,77.64,73.79,81.16,1.0,7.0,283.0,2.47,3.38,2.41,4.72,1.0,43.0,249.0,17.27,14.67,11.26,18.97,0.0,0.95,843.0,36.9986618,-82.5402275,-0.041079618,-0.011460436,-0.0060415296,-0.044444963,0.029918969,-0.015265286,-0.032976974,-0.031939387,0.047897033,0.047949277
4.0,1.0,1.0,1.0,1.0,0.0,1.0,14457.0,4.5,100.0,81.8,90.1,97.4,90.7,92.2,86.1,11.3,17.6,0.0,99.7,0.3,100.0,394.0,506.0,77.87,86.56,82.15,90.16,2.0,5.0,258.0,1.94,3.25,2.26,4.54,1.0,39.0,273.0,14.29,12.12,8.72,16.16,1.0,0.96,1009.0,36.7000331,-77.5386096,0.038494885,-0.0067462237,0.022340942,-0.038712285,0.028492164,-0.019865295,-0.00054292975,-0.047257766,0.003950602,-0.0025045096
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14368.0,3.5,97.1,74.0,84.1,86.3,89.4,87.0,85.2,13.1,18.5,0.5,97.1,1.4,100.0,481.0,584.0,82.36,86.61,83.09,89.61,2.0,7.0,265.0,2.64,3.6,2.53,5.0,1.0,22.0,245.0,8.98,8.9,6.47,12.13,1.0,0.92,743.0,38.7232527,-77.7909329,-0.02913794,-0.013171276,0.014932352,-0.0044374345,0.015916377,-0.042952992,-0.03297184,-0.043975115,0.045214336,0.043617148
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13074.0,3,99.2,78.9,78.6,79.3,79.4,84.0,73.3,9.9,12.9,0.8,99.4,1.0,99.6,601.0,726.0,82.78,89.9,86.86,93.28,2.0,21.0,451.0,4.66,4.29,3.2,5.78,1.0,39.0,383.0,10.18,9.84,7.78,13.02,1.0,0.94,1071.0,38.4819273,-78.8711207,0.034569312,-0.0139904525,0.002106446,0.024774248,0.005409998,0.03795155,-0.022731852,-0.044609472,0.018709224,0.017336255
5.0,1.0,1.0,1.0,0.0,1.0,1.0,13498.0,3,99.8,83.2,81.7,81.9,86.4,84.8,77.4,17.4,13.4,0.2,97.0,1.4,100.0,228.0,321.0,71.03,78.91,73.5,84.13,1.0,2.0,105.0,1.9,3.5,2.52,4.91,1.0,37.0,187.0,19.79,14.73,10.98,18.72,0.0,1.04,619.0,37.1356383,-80.5728782,-0.047223426,-0.004471034,0.02055204,0.035792965,0.023255128,0.038998,-0.016284656,0.015061277,-0.0045976727,0.043089975
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13078.0,3,92.7,35.4,80.3,86.7,84.0,74.8,87.2,16.4,11.6,0.7,94.0,1.0,100.0,308.0,424.0,72.64,82.01,77.16,86.32,2.0,11.0,225.0,4.89,4.05,2.89,5.59,1.0,20.0,230.0,8.7,7.86,5.54,10.9,1.0,0.96,679.0,37.4160053,-79.2043801,-0.032841206,0.045077227,-0.047439896,-0.014096615,-0.013889504,-0.029748768,-0.0030128926,5.2911044e-05,-0.005119419,0.010842842
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12801.0,4.5,99.9,83.1,93.2,92.1,89.9,99.5,92.9,13.2,10.1,0.2,98.4,0.6,100.0,224.0,327.0,68.5,73.38,67.61,78.24,1.0,2.0,58.0,3.45,3.86,2.61,5.59,1.0,16.0,194.0,8.25,8.83,6.23,12.65,1.0,1.0,759.0,37.5927816,-77.53209,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12028.0,3.5,100.0,84.7,83.2,86.4,80.2,85.6,77.7,12.1,17.3,0.6,98.6,1.7,98.3,524.0,729.0,71.88,80.26,76.67,83.58,2.0,8.0,244.0,3.28,3.78,2.74,5.32,1.0,57.0,455.0,12.53,11.65,9.38,14.58,1.0,0.98,1180.0,38.0317495,-78.4536752,0.019769657,0.04773544,0.0021734773,0.025581062,-0.012530407,0.016729403,0.027070116,0.04622767,-0.035486322,0.038863897
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11415.0,4,96.6,78.2,84.5,91.6,86.5,95.9,72.9,13.3,9.7,0.6,99.2,1.0,98.3,469.0,649.0,72.27,79.82,75.99,83.26,1.0,9.0,217.0,4.15,3.93,2.93,5.23,1.0,48.0,383.0,12.53,11.6,9.19,14.4,1.0,1.12,1145.0,37.5132817,-77.5309544,-0.01610992,-0.0048684776,0.01646564,-0.045947596,-0.02107383,0.02986471,-0.023327509,-0.000688836,-0.047388144,0.008555216
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11420.0,4,99.9,86.2,89.8,88.3,94.9,85.2,87.3,21.0,10.5,0.0,99.7,0.6,100.0,277.0,442.0,62.67,69.68,64.27,74.04,0.0,7.0,145.0,4.83,3.87,2.83,5.43,1.0,41.0,227.0,18.06,14.91,11.71,18.83,0.0,0.98,982.0,36.7027874,-82.0053096,-0.047223426,-0.004471034,0.02055204,0.035792965,0.023255128,0.038998,-0.016284656,0.015061277,-0.0045976727,0.043089975
4.0,1.0,1.0,1.0,1.0,0.0,1.0,11363.0,4,99.4,64.9,88.9,90.0,88.0,88.8,85.9,14.9,17.7,0.0,99.0,1.0,99.4,344.0,424.0,81.13,90.63,86.34,94.45,2.0,6.0,228.0,2.63,3.37,2.44,4.77,1.0,22.0,250.0,8.8,7.74,5.61,10.72,1.0,0.94,556.0,36.6920412,-76.9375687,-0.0067638876,-0.020784607,-0.040313486,-0.025805717,-0.043020166,-0.0019930662,0.00619328,0.03776735,0.04218912,-0.015998295
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10811.0,3.5,94.9,73.7,91.7,85.8,86.7,82.3,79.8,16.5,10.5,1.2,91.4,1.3,100.0,289.0,375.0,77.07,80.16,75.01,84.27,1.0,2.0,161.0,1.24,3.42,2.32,4.85,1.0,27.0,216.0,12.5,12.68,9.54,17.25,1.0,0.93,627.0,36.6444785,-80.254631,-0.043169722,0.017665368,0.02119658,-0.0018674821,-0.04734824,0.01784746,0.04070867,0.03148676,-0.0027176081,-0.023567358
