Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11114.0,4.5,99.9,68.6,91.9,92.1,92.1,86.3,90.1,15.6,9.1,0.1,98.5,0.6,99.3,345.0,469.0,73.56,80.78,76.37,84.66,1.0,7.0,205.0,3.41,3.7,2.64,5.08,1.0,37.0,268.0,13.81,12.1,9.0,15.37,1.0,1.07,849.0,34.4819052,-87.2769968,-0.03210026,0.010574425,-0.040244035,0.014593577,-0.019739587,-0.019978136,0.029409265,0.024227643,-0.04413665,-0.021221053
4.0,1.0,1.0,1.0,1.0,0.0,1.0,11073.0,4,99.6,68.2,92.5,88.3,88.4,90.4,85.0,14.8,11.4,0.7,99.6,1.0,99.9,352.0,447.0,78.75,85.27,81.08,89.2,2.0,7.0,182.0,3.85,3.92,2.78,5.29,1.0,28.0,300.0,9.33,9.26,6.81,12.5,1.0,0.97,1016.0,31.3175111,-86.4612242,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11049.0,4.5,100.0,66.0,92.5,92.1,90.4,87.8,88.2,16.4,15.2,0.0,99.9,0.7,100.0,362.0,456.0,79.39,85.81,81.89,89.69,2.0,5.0,226.0,2.21,3.45,2.4,4.94,1.0,31.0,235.0,13.19,11.5,8.54,15.63,1.0,0.91,865.0,32.8280056,-85.1741613,-0.009693104,0.003562677,0.008948791,-0.04539894,-0.040118754,0.011298376,-0.025940651,-0.040515617,-0.03987641,-0.04045554
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10958.0,4,99.8,82.3,88.3,91.3,90.2,90.7,85.6,17.6,9.8,0.4,99.5,1.3,99.7,682.0,870.0,78.39,82.97,80.3,85.48,2.0,13.0,380.0,3.42,3.8,2.74,5.18,1.0,68.0,457.0,14.88,13.81,11.34,16.52,0.0,0.99,1809.0,34.4420582,-88.1452839,0.043007683,0.018833559,-0.03249529,-0.019071188,-0.019030455,0.022550333,-0.032066993,0.012353313,0.03524376,-0.008745459
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10888.0,4.5,99.5,74.8,91.0,92.4,92.6,91.6,90.3,13.5,12.5,0.0,96.4,1.0,98.3,647.0,807.0,80.17,85.17,82.01,87.88,2.0,17.0,488.0,3.48,3.94,2.95,5.31,1.0,36.0,416.0,8.65,8.85,6.79,11.06,1.0,0.9,1181.0,32.6286911,-85.5006267,0.034790736,0.029884726,-0.009655705,-0.02318884,0.0066080866,0.019621212,-0.021629984,-0.018518087,0.047792397,0.0019712388
4.0,1.0,1.0,1.0,1.0,0.0,0.0,10812.0,4.5,98.8,85.2,97.0,94.3,97.8,93.5,100.0,17.2,11.4,0.0,98.5,2.0,99.8,373.0,509.0,73.28,80.48,76.25,84.19,1.0,9.0,185.0,4.86,4.12,2.98,5.63,1.0,24.0,186.0,12.9,12.17,8.73,16.01,1.0,1.13,882.0,33.9586577,-86.4638319,0.011882615,0.011326551,0.008385813,-0.024632191,0.03607614,0.026758898,-0.029775947,-0.044115115,0.0040152012,-0.012752721
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10813.0,4.5,100.0,72.5,90.8,91.4,89.4,89.0,88.3,16.2,11.5,0.0,99.8,1.5,99.7,703.0,887.0,79.26,85.99,83.27,88.65,2.0,15.0,347.0,4.32,4.13,3.12,5.5,1.0,53.0,449.0,11.8,10.95,8.85,13.76,1.0,1.01,1630.0,31.3175667,-86.2278554,-0.018723175,0.027571786,0.0415399,-0.04480741,-0.019795537,-0.032225996,-0.034281652,-0.028349673,0.049868,0.02831549
4.0,1.0,1.0,1.0,1.0,1.0,1.0,9103.0,2.5,96.7,71.2,73.5,84.0,85.5,73.2,74.5,14.8,15.3,0.4,99.3,1.3,100.0,238.0,327.0,72.78,79.9,74.22,84.98,1.0,3.0,148.0,2.03,3.61,2.54,5.47,1.0,22.0,192.0,11.46,9.72,7.03,13.39,1.0,1.09,653.0,32.627216,-85.4374461,0.0180027,-0.026877198,-0.0027812808,-0.0025713413,-0.0380858,0.013708877,0.020812958,-0.004431522,-0.0086026015,0.005201143
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8683.0,4.5,99.3,76.8,90.5,89.2,93.9,90.6,85.6,11.7,11.1,0.1,98.9,0.7,100.0,667.0,835.0,79.88,84.29,81.11,86.94,2.0,19.0,521.0,3.65,4.16,2.97,5.59,1.0,32.0,411.0,7.79,7.83,5.72,10.43,1.0,0.95,1300.0,30.5557995,-87.8939227,0.012814569,-0.003649816,0.025919218,0.021705497,0.043204438,-0.02743646,-0.028106611,-0.019032538,-0.036516324,-0.011999088
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8508.0,4,99.7,56.4,89.7,84.8,89.0,90.6,80.6,15.0,10.1,0.4,97.8,1.1,100.0,265.0,380.0,69.74,75.77,70.81,80.38,1.0,2.0,140.0,1.43,3.38,2.37,4.79,1.0,17.0,198.0,8.59,8.06,5.64,11.64,1.0,0.96,811.0,33.6695743,-85.8253854,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,8508.0,4,99.8,84.4,91.7,88.6,91.5,89.3,85.0,15.0,13.8,0.6,96.9,2.4,99.0,151.0,196.0,77.04,83.3,76.71,88.81,2.0,6.0,77.0,7.79,4.24,2.97,6.08,1.0,10.0,129.0,7.75,8.79,5.74,13.35,1.0,1.03,495.0,33.1669104,-86.2693704,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7640.0,4.5,99.7,88.1,92.6,87.4,95.3,90.9,88.5,13.5,7.4,0.1,99.5,0.2,99.7,245.0,341.0,71.85,77.71,72.06,82.12,1.0,2.0,174.0,1.15,3.35,2.39,4.62,1.0,15.0,188.0,7.98,8.23,5.73,11.15,1.0,0.99,455.0,33.6413635,-86.6131497,-0.016444415,0.031373,-0.014808697,0.036835827,-0.029982328,0.04278936,-0.044452317,0.022387618,-0.027592326,0.034244042
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7290.0,3.5,84.9,54.1,89.5,85.8,90.2,90.4,89.0,16.1,11.7,0.2,98.4,0.6,98.7,297.0,389.0,76.35,79.95,75.48,83.47,1.0,6.0,176.0,3.41,3.85,2.67,5.49,1.0,22.0,205.0,10.73,11.03,7.87,14.95,1.0,0.97,636.0,30.6747632,-88.1183369,-0.010003442,0.015356427,-0.023085695,0.033920668,0.04875521,0.028003609,0.04770437,-0.03572729,-0.009030094,-0.033307634
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6388.0,4.5,99.9,47.1,93.6,92.7,91.7,89.6,88.4,16.5,14.4,0.1,90.2,1.6,97.8,584.0,839.0,69.61,76.78,73.18,79.84,1.0,10.0,360.0,2.78,3.49,2.57,4.58,1.0,70.0,429.0,16.32,14.81,12.09,18.11,0.0,1.07,1906.0,31.2896,-85.4487621,-0.016444415,0.031373,-0.014808697,0.036835827,-0.029982328,0.04278936,-0.044452317,0.022387618,-0.027592326,0.034244042
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6339.0,4,98.3,44.0,86.9,87.6,90.2,81.3,96.0,12.3,13.1,0.0,99.8,1.7,99.3,309.0,397.0,77.83,85.85,81.55,89.94,2.0,4.0,212.0,1.89,3.39,2.39,4.88,1.0,22.0,218.0,10.09,8.96,6.45,12.43,1.0,1.09,868.0,32.8146926,-85.1832171,-0.032660894,0.022433937,0.02009505,-0.040856827,0.0010189235,0.031868428,-0.029739967,0.026827812,0.004058373,-0.021677453
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6156.0,4.5,99.6,69.7,94.8,91.1,89.9,90.1,91.6,15.9,11.8,0.0,96.2,0.6,99.6,597.0,920.0,64.89,71.03,68.01,74.47,0.0,9.0,252.0,3.57,3.79,2.71,5.18,1.0,45.0,613.0,7.34,6.98,5.42,8.89,2.0,1.16,1851.0,34.7121911,-86.6819217,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6128.0,5,100.0,58.2,94.4,93.3,100.0,100.0,93.3,18.0,16.5,0.0,99.8,0.6,99.8,247.0,314.0,78.66,82.15,76.38,86.58,1.0,0.0,89.0,0.0,3.36,2.35,4.81,1.0,20.0,177.0,11.3,12.9,9.16,17.75,1.0,0.92,687.0,31.505416,-87.3168391,0.0057519735,0.042480826,-0.008826325,0.00470711,0.009615665,-0.030097276,-0.005019015,0.0025507987,-0.022720775,0.029355561
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5807.0,4,99.9,87.2,87.8,87.3,86.4,86.9,85.2,14.2,9.0,0.3,98.4,0.8,99.6,616.0,817.0,75.4,81.02,77.99,83.82,2.0,9.0,290.0,3.1,3.77,2.69,5.3,1.0,48.0,472.0,10.17,9.97,8.13,12.53,1.0,1.0,1750.0,31.2683441,-85.3927997,0.048558015,-0.048598167,0.015016228,-0.048210695,-0.03106896,-0.032426152,0.021740437,-0.0063097687,0.0053776084,-0.023870405
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5368.0,4,100.0,61.2,87.7,86.4,84.3,88.5,87.1,19.9,10.7,0.0,99.1,0.7,100.0,164.0,232.0,70.69,77.27,71.02,82.69,1.0,7.0,98.0,7.14,4.42,2.99,6.56,1.0,20.0,141.0,14.18,11.38,7.64,15.96,1.0,1.06,544.0,32.838533,-86.6293029,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5359.0,5,100.0,89.1,95.6,92.8,96.7,92.2,95.9,14.3,5.5,0.0,100.0,1.5,100.0,164.0,255.0,64.31,70.2,63.27,75.73,0.0,1.0,69.0,1.45,3.7,2.52,5.34,1.0,17.0,156.0,10.9,10.08,6.92,14.19,1.0,1.04,574.0,33.59478,-86.2826089,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5358.0,4.5,99.9,93.4,91.6,87.9,95.2,99.9,87.3,15.0,9.1,0.4,99.4,0.4,99.7,396.0,551.0,71.87,75.04,71.38,78.56,1.0,5.0,217.0,2.3,3.62,2.48,5.04,1.0,34.0,297.0,11.45,11.92,9.28,15.37,1.0,0.93,1037.0,30.6742346,-88.1310833,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5254.0,5,99.9,89.5,100.0,100.0,100.0,97.1,100.0,19.6,9.0,0.2,98.5,1.4,100.0,378.0,556.0,67.99,75.87,71.81,80.12,1.0,6.0,167.0,3.59,3.81,2.69,5.45,1.0,35.0,361.0,9.7,8.31,6.46,10.71,1.0,1.05,1490.0,34.1761148,-86.8489454,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,3894.0,4,94.3,56.6,91.5,91.7,90.3,87.4,94.5,17.0,13.0,0.5,95.7,1.2,99.4,371.0,522.0,71.07,76.87,72.6,80.58,1.0,7.0,230.0,3.04,3.66,2.63,5.0,1.0,30.0,269.0,11.15,10.85,8.0,14.53,1.0,1.01,839.0,33.6490351,-86.8145843,-0.010003442,0.015356427,-0.023085695,0.033920668,0.04875521,0.028003609,0.04770437,-0.03572729,-0.009030094,-0.033307634
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2956.0,3.5,99.3,86.0,87.8,85.7,85.3,87.4,81.8,11.7,7.8,0.5,99.7,0.6,100.0,327.0,449.0,72.83,79.73,74.62,83.61,1.0,4.0,143.0,2.8,3.68,2.48,5.19,1.0,30.0,319.0,9.4,8.88,6.56,12.06,1.0,0.99,1001.0,34.6765437,-86.5767571,0.019338321,-0.003714317,-0.037387423,-0.0070011676,-0.009459776,0.021248449,-0.019456899,0.046483178,-0.0010954856,-0.040224485
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2970.0,3,97.3,83.0,79.1,81.4,80.8,89.5,79.9,11.3,10.7,0.2,99.6,1.0,99.9,551.0,774.0,71.19,76.19,72.82,79.28,1.0,13.0,288.0,4.51,4.27,3.11,5.92,1.0,29.0,446.0,6.5,6.84,5.01,9.12,2.0,0.98,1335.0,33.9080616,-86.5123463,0.019338321,-0.003714317,-0.037387423,-0.0070011676,-0.009459776,0.021248449,-0.019456899,0.046483178,-0.0010954856,-0.040224485
4.0,1.0,1.0,1.0,1.0,0.0,1.0,2951.0,4,98.9,78.7,87.3,89.8,90.7,92.8,85.3,14.4,7.7,0.4,99.9,2.2,99.8,232.0,305.0,76.07,77.96,73.02,81.85,1.0,1.0,83.0,1.2,3.64,2.46,5.12,1.0,14.0,197.0,7.11,9.62,6.5,14.27,1.0,1.0,499.0,30.6128007,-87.9097287,0.019338321,-0.003714317,-0.037387423,-0.0070011676,-0.009459776,0.021248449,-0.019456899,0.046483178,-0.0010954856,-0.040224485
4.0,1.0,1.0,1.0,1.0,1.0,1.0,2711.0,3,93.9,79.0,78.0,80.9,84.2,83.9,83.1,14.3,8.7,0.2,99.3,0.9,99.4,389.0,526.0,73.95,80.56,76.81,83.96,2.0,8.0,298.0,2.68,3.54,2.55,4.96,1.0,20.0,250.0,8.0,8.48,5.82,11.82,1.0,1.04,957.0,33.3412307,-86.4405947,0.0054810285,-0.029984374,0.00082669256,-0.049898706,-0.039435968,0.024203366,-0.02724145,-0.0068988055,0.049084146,-0.014108812
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15237.0,3.5,100.0,78.8,85.1,82.4,84.2,90.6,80.6,15.3,11.7,0.4,98.7,2.2,99.7,338.0,460.0,73.48,76.7,72.52,80.81,1.0,3.0,164.0,1.83,3.52,2.37,4.87,1.0,32.0,241.0,13.28,14.03,10.36,18.81,0.0,0.94,923.0,32.5170656,-85.0164741,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6745.0,5,100.0,57.7,92.4,96.0,94.2,93.1,86.6,14.1,7.3,0.2,98.2,1.2,99.4,249.0,322.0,77.33,82.49,77.99,86.89,2.0,4.0,176.0,2.27,3.56,2.57,5.18,1.0,21.0,186.0,11.29,11.32,8.17,15.77,1.0,1.05,516.0,33.8312185,-87.2775053,0.03533585,-0.0420598,0.022565747,-0.03336205,0.048876632,0.03997314,0.00822317,-0.0431169,0.027506297,0.028573275
4.0,1.0,1.0,1.0,1.0,0.0,1.0,6577.0,5,100.0,82.4,91.3,94.7,98.1,93.1,92.9,15.0,12.4,0.0,99.0,0.4,99.6,288.0,377.0,76.39,80.35,75.99,84.67,1.0,3.0,103.0,2.91,3.76,2.67,5.27,1.0,18.0,186.0,9.68,10.41,7.44,14.99,1.0,1.03,817.0,31.146933,-87.0672156,-0.033937078,-0.035751782,-0.010126546,-0.03671559,-0.034534905,-0.016833607,-0.012889221,0.019884378,0.041126132,-0.04902257
7.0,1.0,1.0,0.0,1.0,1.0,1.0,19531.0,3.5,99.8,69.8,85.5,86.5,91.5,81.3,78.1,17.6,11.3,0.0,99.8,1.3,100.0,319.0,404.0,78.96,84.61,80.49,88.55,2.0,11.0,228.0,4.82,4.04,2.86,5.52,1.0,21.0,227.0,9.25,8.56,6.05,11.73,1.0,1.17,634.0,36.0525786,-90.4985298,0.016756212,0.044774603,-0.04985412,-0.045148555,0.029564595,-0.019182583,-0.024159675,-0.031402964,-0.008269819,-0.02008434
5.0,1.0,1.0,1.0,1.0,1.0,1.0,17345.0,4,99.0,90.6,87.5,89.1,91.0,89.9,82.6,14.5,8.5,0.2,99.3,0.5,100.0,693.0,924.0,75.0,79.21,76.43,82.04,1.0,25.0,535.0,4.67,4.29,3.28,5.51,1.0,77.0,495.0,15.56,14.45,11.83,17.38,0.0,1.06,1454.0,34.4670614,-93.0761134,-0.027075669,0.006591362,-0.03988802,0.041426968,-0.0066213547,-0.00041834713,-0.045880027,-0.027712107,0.033581417,0.04236727
4.0,1.0,1.0,1.0,1.0,0.0,1.0,16524.0,4.5,98.5,63.6,90.6,91.3,94.6,92.8,85.9,9.3,9.9,0.0,92.7,1.9,100.0,318.0,404.0,78.71,88.35,83.59,92.57,2.0,6.0,171.0,3.51,3.59,2.55,5.28,1.0,25.0,162.0,15.43,12.91,9.55,17.37,1.0,1.04,623.0,35.3678943,-94.3856049,-0.019508252,0.011292386,-0.019919893,0.009869081,0.048541974,0.005408728,0.043047357,-0.035794478,-0.03301988,0.020779956
4.0,1.0,1.0,1.0,1.0,0.0,1.0,16661.0,5,99.7,80.2,90.8,92.6,94.0,91.8,88.4,9.4,11.5,0.4,99.0,1.3,99.9,679.0,939.0,72.31,80.86,77.72,83.8,2.0,25.0,415.0,6.02,4.64,3.31,6.15,1.0,52.0,540.0,9.63,8.57,6.83,10.78,1.0,1.09,1642.0,35.4396379,-94.3294819,0.019959087,-0.045624617,0.043296248,0.017983591,-0.005528906,-0.047344573,0.0011437893,0.02941168,0.02153356,0.0016373337
5.0,1.0,1.0,1.0,0.0,1.0,1.0,16474.0,3.5,99.7,66.5,84.2,86.0,90.7,88.3,77.5,14.4,9.8,0.4,93.2,0.6,100.0,557.0,628.0,88.69,89.57,86.87,91.85,2.0,14.0,354.0,3.95,4.18,3.13,5.78,1.0,30.0,318.0,9.43,11.12,8.35,14.7,1.0,0.87,756.0,35.3494403,-94.356185,-0.022970986,-0.0075265886,0.007306731,-0.012569207,0.034964465,0.023652608,0.031171571,-0.004689485,-0.02290276,0.015165538
6.0,1.0,1.0,1.0,1.0,1.0,1.0,16166.0,3,97.4,67.1,81.9,86.9,85.6,76.2,76.9,15.0,13.2,0.5,93.4,0.3,97.7,754.0,980.0,76.94,81.53,78.92,84.03,2.0,17.0,564.0,3.01,3.78,2.8,4.94,1.0,51.0,458.0,11.14,11.75,9.21,14.82,1.0,0.97,1336.0,36.2853263,-92.5148807,0.033113085,0.04077067,-0.042688854,0.011678522,0.002142775,0.007978851,-0.027699683,-0.027469108,-0.0012081206,0.010593092
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15909.0,4,99.4,75.8,86.3,85.9,90.3,87.7,85.0,12.4,11.6,0.2,98.8,0.5,100.0,844.0,1046.0,80.69,87.2,84.82,89.61,2.0,13.0,455.0,2.86,3.39,2.5,4.61,1.0,56.0,555.0,10.09,10.12,8.03,12.33,1.0,1.02,1656.0,36.1589977,-94.1183601,-0.012982127,-0.012726841,0.039864004,-0.030106401,0.04257839,0.016668271,-0.013470006,0.02493158,-0.03473429,-0.0037145584
4.0,1.0,1.0,1.0,1.0,0.0,1.0,15881.0,4,99.6,75.8,88.4,87.9,90.7,89.3,83.4,14.6,13.6,0.0,99.6,0.8,100.0,554.0,676.0,81.95,89.71,86.44,92.53,2.0,14.0,312.0,4.49,4.16,3.04,5.62,1.0,40.0,349.0,11.46,11.21,8.48,14.39,1.0,1.0,945.0,33.2133833,-92.6694662,0.012173456,0.043500263,-0.048147567,-0.026437849,0.038661383,-0.029125918,-0.02391043,-0.018674482,0.043643266,-0.025784362
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15431.0,4.5,99.9,74.8,90.2,89.2,92.8,93.8,89.0,17.0,11.1,0.2,99.8,1.0,99.9,782.0,1020.0,76.67,85.27,82.05,88.03,2.0,12.0,399.0,3.01,3.58,2.69,4.99,1.0,71.0,600.0,11.83,10.63,8.57,12.75,1.0,1.08,1725.0,34.7474042,-92.3960243,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15383.0,3,98.4,76.8,84.1,80.2,85.8,82.2,81.8,16.0,11.1,0.3,96.9,1.6,99.5,306.0,425.0,72.0,81.18,76.63,85.65,2.0,2.0,177.0,1.13,3.28,2.33,4.63,1.0,39.0,260.0,15.0,12.03,9.13,15.43,1.0,1.15,907.0,35.2854376,-93.1478318,0.036928356,-0.022779826,-0.0028607964,-0.00018148124,-0.020761734,0.01318906,0.01695701,-0.011823153,0.009355766,0.045610774
6.0,1.0,1.0,0.0,1.0,0.0,1.0,15342.0,3.5,91.7,51.3,86.4,89.7,95.7,83.7,81.5,13.92812,12.00581,0.0,95.9,2.0,100.0,52.0,66.0,78.79,81.31,71.43,89.78,1.0,0.0,35.0,0.0,3.64,2.49,5.06,1.0,5.0,28.0,17.86,12.77,7.92,21.2,1.0,0.92,121.0,35.3496306,-94.4277686,0.016096454,0.022136742,-0.049367268,0.0018476546,-0.015325934,0.033412486,0.045648426,-0.003448826,0.013357413,-0.042990513
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15311.0,4.5,99.7,64.9,91.4,93.0,93.6,94.3,89.1,18.5,11.8,0.6,99.1,0.5,100.0,520.0,651.0,79.88,86.82,83.37,89.99,2.0,14.0,446.0,3.14,3.75,2.77,4.94,1.0,66.0,383.0,17.23,13.84,11.35,16.82,0.0,1.12,956.0,34.6050315,-92.4900943,0.014584106,-0.01757513,0.04652633,0.026151204,0.024144882,0.0005408347,-0.00252769,-0.040906154,-0.024446309,0.015413928
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15284.0,4.5,100.0,79.7,90.3,91.9,96.7,88.9,88.8,15.6,13.3,0.3,99.6,2.0,100.0,250.0,339.0,73.75,82.23,77.02,86.87,2.0,0.0,117.0,0.0,3.3,2.24,4.79,1.0,33.0,196.0,16.84,13.78,10.26,18.37,0.0,1.1,810.0,36.1346886,-92.1298466,-0.013844794,0.045892037,-0.03977837,0.018369894,0.046603005,0.009635913,0.03473807,0.009156895,0.035150517,0.01155293
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15146.0,4.5,98.9,80.6,92.7,91.2,95.7,97.2,91.3,18.1,10.1,0.4,99.5,1.8,100.0,272.0,334.0,81.44,88.3,84.09,92.25,2.0,2.0,156.0,1.28,3.37,2.4,4.86,1.0,36.0,178.0,20.22,15.64,11.89,20.56,0.0,0.95,739.0,35.6095354,-91.257078,0.024925482,0.03987353,-0.039941367,-0.04722578,0.0014161288,0.048972003,0.020575112,-0.048759013,0.0062764646,-0.044050656
4.0,1.0,1.0,1.0,1.0,0.0,1.0,15040.0,4.5,98.7,68.6,95.5,97.4,98.4,89.7,85.5,13.0,16.7,0.6,99.2,0.0,99.7,222.0,296.0,75.0,80.36,75.11,85.39,1.0,3.0,115.0,2.61,3.73,2.64,5.39,1.0,28.0,164.0,17.07,14.07,10.24,18.97,0.0,1.02,642.0,34.0366251,-94.3406274,-0.016444415,0.031373,-0.014808697,0.036835827,-0.029982328,0.04278936,-0.044452317,0.022387618,-0.027592326,0.034244042
6.0,1.0,1.0,1.0,1.0,1.0,1.0,14565.0,4,99.3,80.9,87.7,86.0,88.7,88.7,87.0,13.6,15.5,0.0,99.6,2.0,100.0,472.0,578.0,81.66,86.52,83.12,89.68,2.0,12.0,309.0,3.88,3.98,3.01,5.63,1.0,33.0,319.0,10.34,10.35,7.9,13.64,1.0,1.14,847.0,35.0919812,-92.4699579,-0.04200336,-0.03035385,0.023932183,0.02042361,-0.03575062,-0.031354703,0.011096162,-0.003244099,0.04736171,0.040029727
7.0,1.0,1.0,1.0,1.0,1.0,1.0,14555.0,2.5,96.2,59.2,76.9,80.3,81.3,74.3,74.1,11.3,15.5,0.0,96.6,1.5,99.6,384.0,443.0,86.68,87.79,84.51,90.68,2.0,2.0,190.0,1.05,3.34,2.35,4.95,1.0,17.0,233.0,7.3,8.8,5.96,12.35,1.0,0.86,712.0,36.2410242,-93.1015226,0.04146257,0.04216709,-0.04523187,-0.021821845,0.022423435,-0.02884633,0.043416698,0.0005545199,0.026448052,0.030600995
5.0,1.0,1.0,1.0,1.0,1.0,1.0,13296.0,4,97.2,65.5,90.1,90.5,90.7,97.9,85.4,15.0,18.0,0.3,97.6,0.6,97.9,362.0,471.0,76.86,83.78,79.61,87.62,2.0,8.0,266.0,3.01,3.67,2.64,5.02,1.0,45.0,245.0,18.37,14.08,11.1,17.84,0.0,1.0,786.0,35.1526163,-92.7437844,0.017010247,-0.03637765,-0.009429837,-0.019871384,0.03301079,0.022945423,0.029101294,0.035357267,-0.04302708,-0.04926788
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12884.0,4,99.6,72.4,86.2,90.0,90.5,89.1,86.4,15.9,10.6,0.4,90.3,1.8,99.2,739.0,972.0,76.03,81.21,78.24,83.86,2.0,13.0,352.0,3.69,3.9,2.77,5.37,1.0,55.0,576.0,9.55,9.46,7.57,11.77,1.0,1.07,1590.0,34.4539939,-93.07388,0.026969736,-0.008278778,-0.00034112931,-0.045831278,-0.0015954643,-0.034647018,0.015929084,0.009050381,0.035209965,-0.03137557
4.0,1.0,1.0,1.0,1.0,1.0,1.0,12603.0,5,100.0,75.8,93.2,94.1,93.7,92.6,89.1,13.3,14.9,0.0,99.9,0.3,99.2,569.0,745.0,76.38,84.03,80.5,87.15,2.0,8.0,278.0,2.88,3.53,2.51,4.89,1.0,52.0,361.0,14.4,12.61,9.8,15.59,1.0,1.1,1442.0,35.8619508,-92.0992389,0.004840958,-0.0027608424,-0.04530095,-0.03735308,0.041471004,0.0098448275,0.029282963,-0.00036323667,0.04046876,-0.044304658
